Trddt,AutoCorr,Stkcd
2005-01-04,0.1860703595018278,1
2005-01-05,0.729982969823831,1
2005-01-06,0.754454003488995,1
2005-01-10,0.9017326994703668,1
2005-01-18,0.8149769285781692,1
2005-01-19,0.758121506284085,1
2005-01-20,0.8422742903900414,1
2005-01-21,0.4340626461273028,1
2005-01-24,0.6571480256637164,1
2005-01-26,0.8444131512608909,1
2005-01-27,0.6627052080687997,1
2005-01-31,0.8298656910713944,1
2005-02-01,0.953552888971102,1
2005-02-02,0.8349215239023844,1
2005-02-03,0.6471212815445102,1
2005-02-04,0.8655725569100196,1
2005-02-16,0.63882038967777,1
2005-02-18,0.8671247749896349,1
2005-02-21,0.725425274954249,1
2005-02-22,0.9211929093293154,1
2005-02-23,0.9375964890519008,1
2005-02-24,0.8817591566915244,1
2005-02-28,0.7267667459297191,1
2005-03-04,0.6920998051012919,1
2005-03-09,0.8830980053212466,1
2005-03-14,0.9030663336902132,1
2005-03-16,0.9277775888698784,1
2005-03-21,0.6970835620566768,1
2005-03-22,0.902369811137406,1
2005-03-23,0.8533341993315137,1
2005-03-24,0.7876710724516188,1
2005-03-28,0.8700664698015996,1
2005-03-30,0.948055817913708,1
2005-04-04,0.8665871977951294,1
2005-04-05,0.9256161508212304,1
2005-04-06,0.8305168608909336,1
2005-04-08,0.9614700172131228,1
2005-04-11,0.8410236127796803,1
2005-04-12,0.8320148582593591,1
2005-04-13,0.9060599864356432,1
2005-04-14,0.8462542601717603,1
2005-04-15,0.9454257612931998,1
2005-04-18,0.7190458377808654,1
2005-04-19,0.8361166197255143,1
2005-04-20,0.8579107120229179,1
2005-04-25,0.9274540722775376,1
2005-04-27,0.4757899031945003,1
2005-04-28,0.9048348911640136,1
2005-04-29,0.963651620704476,1
2005-05-09,0.8925182405926143,1
2005-05-10,0.583986017348058,1
2005-05-11,0.7235330796902715,1
2005-05-12,0.8373062561064617,1
2005-05-13,0.8879361607573121,1
2005-05-16,0.7671078908675457,1
2005-05-17,0.9243145683118024,1
2005-05-18,0.9358355227083782,1
2005-05-19,0.9399452864722316,1
2005-05-20,0.844786143155114,1
2005-05-23,0.2837737785059104,1
2005-05-24,0.7289168725211793,1
2005-05-25,0.9116327993557592,1
2005-05-26,0.7774983926914605,1
2005-05-27,0.9097840251940243,1
2005-05-30,0.7170965884276704,1
2005-05-31,0.9496274442568338,1
2005-06-01,0.9483074607230496,1
2005-06-02,0.9262205060318638,1
2005-06-03,0.6232233946537338,1
2005-06-06,0.9293421274512248,1
2005-06-07,0.8342490782161821,1
2005-06-08,0.7567318968243506,1
2005-06-09,0.7885995189892986,1
2005-06-10,0.837029884542929,1
2005-06-13,0.8532374083996745,1
2005-06-15,0.832776910669307,1
2005-06-16,0.7369119284819293,1
2005-06-20,0.6565852781734692,1
2005-06-21,0.5552622858537581,1
2005-06-22,0.8942138748605641,1
2005-06-23,0.8901186043257842,1
2005-06-24,0.7102519233681249,1
2005-06-27,0.8582292397934324,1
2005-06-28,0.878028598904697,1
2005-06-29,0.7859291281095397,1
2005-06-30,0.8990317504870292,1
2005-07-01,0.7077712966521154,1
2005-07-05,0.7561706903163845,1
2005-07-07,0.7178313653837706,1
2005-07-08,0.6726025054898436,1
2005-07-11,0.869075111054968,1
2005-07-12,0.8057404125606056,1
2005-07-13,0.829695947246723,1
2005-07-14,0.8634971255115581,1
2005-07-15,0.7622686060875544,1
2005-07-18,0.9518672171247708,1
2005-07-19,0.8038105788213861,1
2005-07-20,0.9129472289045626,1
2005-07-21,0.5333772693735231,1
2005-07-22,0.8780166922366891,1
2005-07-25,0.7388863721867468,1
2005-07-26,0.7994499402024499,1
2005-07-27,0.9306313956726912,1
2005-07-28,0.8796066741995046,1
2005-07-29,0.8510090769284688,1
2005-08-01,0.8905982336126982,1
2005-08-03,0.8269003483179882,1
2005-08-05,0.6867258488114902,1
2005-08-10,0.8081350028116709,1
2005-08-11,0.736324861014053,1
2005-08-16,0.6954479097962238,1
2005-08-17,0.9189120081913048,1
2005-08-18,0.8333815208060116,1
2005-08-22,0.8035750593203319,1
2005-08-23,0.9503300694271132,1
2005-08-26,0.8340170050666956,1
2005-08-29,0.6496580100429198,1
2005-08-30,0.9134136294768784,1
2005-08-31,0.9433484214182176,1
2005-09-01,0.7015461949511143,1
2005-09-02,0.6291929293501972,1
2005-09-05,0.95911718124929,1
2005-09-07,0.6599984624445854,1
2005-09-09,0.8698095285855834,1
2005-09-13,0.7225598128127637,1
2005-09-14,0.6295387685698438,1
2005-09-19,0.925800406210642,1
2005-09-20,0.5999306170356535,1
2005-09-21,0.574384223687181,1
2005-09-27,0.8002994454757868,1
2005-11-01,0.7548286628969577,1
2005-11-02,0.8425223831349234,1
2005-11-03,0.7725569414284823,1
2005-11-04,0.489130983406887,1
2005-11-09,0.7193647010728914,1
2005-11-14,0.7762919287957478,1
2005-11-16,0.9339935005803088,1
2005-11-18,0.868682519496806,1
2005-11-21,0.5725610291296875,1
2005-11-22,0.346711031552406,1
2005-11-24,0.9071152164640022,1
2005-11-25,0.6549089107185013,1
2005-11-28,0.4818524093679969,1
2005-11-30,0.8470872608858394,1
2005-12-02,0.8420098167146637,1
2005-12-06,0.9012176034669152,1
2005-12-09,0.8825986236115727,1
2005-12-23,0.4000560996579465,1
2005-12-26,0.8530589727246395,1
2005-01-05,0.8435763121372949,10
2005-01-06,0.6949880434855235,10
2005-01-07,0.8775557609805752,10
2005-01-10,0.5450369544794547,10
2005-01-11,0.7739540967610743,10
2005-01-13,0.8716552680271485,10
2005-01-14,0.9043868216020134,10
2005-01-17,0.7752124321405711,10
2005-01-18,0.8033548177231201,10
2005-01-19,0.4443539464711714,10
2005-01-20,0.8264316158121255,10
2005-01-21,0.9378536878717546,10
2005-01-24,0.2579309656053113,10
2005-01-25,0.902779772776377,10
2005-01-26,0.7797142086485641,10
2005-01-27,0.8949767861063361,10
2005-01-28,0.4627059588669643,10
2005-02-01,0.8410097406405749,10
2005-02-02,0.9641576659291422,10
2005-02-16,0.8955047728428517,10
2005-02-28,0.6970501081130902,10
2005-03-02,0.6997483086651174,10
2005-03-04,0.7759462829976541,10
2005-03-07,0.8281695541749697,10
2005-03-08,0.8819878209148564,10
2005-03-09,0.2652258455290812,10
2005-03-14,0.95953595580623,10
2005-03-17,0.9015626250097,10
2005-03-21,0.8150439562875925,10
2005-03-23,0.8720516189482713,10
2005-03-28,0.6407025911351355,10
2005-03-30,0.7366686805254876,10
2005-03-31,0.7680021479470328,10
2005-04-04,0.8898961158853189,10
2005-04-05,0.5445661918023981,10
2005-04-06,0.8647028272246837,10
2005-04-07,0.8215498585836736,10
2005-04-08,0.8351839354899813,10
2005-04-11,0.7064194579436495,10
2005-04-13,0.8103235110778777,10
2005-04-14,0.9504562199521852,10
2005-04-15,0.8523963308171889,10
2005-04-19,0.8655714160133857,10
2005-04-20,0.8368833284696244,10
2005-04-21,0.8549715929538606,10
2005-04-22,0.6230114182703703,10
2005-04-25,0.7235523489849031,10
2005-04-28,0.8019018773091043,10
2005-04-29,0.9121523837825766,10
2005-05-09,0.722219763840102,10
2005-05-10,0.8365355872054637,10
2005-05-11,0.6729183051587956,10
2005-05-16,0.5769901967448788,10
2005-05-17,0.8686095181554352,10
2005-05-18,0.9345290398669134,10
2005-05-19,0.9117539595117564,10
2005-06-03,0.6681275531611727,10
2005-06-06,0.8775544505284276,10
2005-06-07,0.821817361463816,10
2005-06-08,0.8138295415560511,10
2005-06-09,0.8518908169534808,10
2005-06-10,0.8852007296476959,10
2005-06-13,0.3709844714817293,10
2005-06-15,0.5318010528226293,10
2005-06-16,0.4035540381671522,10
2005-06-17,0.7413366048341441,10
2005-06-20,0.8817205634943982,10
2005-06-21,0.7844700784731026,10
2005-06-23,0.9721217768506628,10
2005-07-01,0.9108381105206634,10
2005-07-04,0.8290353962687369,10
2005-07-05,0.7158505994470583,10
2005-07-08,0.3517931245790276,10
2005-07-13,0.7710938592593918,10
2005-07-15,0.8275085850836361,10
2005-07-19,0.7926643235675461,10
2005-07-20,0.9082065920318908,10
2005-07-25,0.6364313064164356,10
2005-07-26,0.6660879185905234,10
2005-07-28,0.7169270150218922,10
2005-08-03,0.4460127253929658,10
2005-08-05,0.9513362661775464,10
2005-08-08,0.8754895633711445,10
2005-08-10,0.9151015091185768,10
2005-08-11,0.716834045427547,10
2005-08-16,0.351438653893629,10
2005-08-17,0.8333418437329222,10
2005-08-18,0.9167641787156252,10
2005-08-19,0.6728853917264626,10
2005-08-22,0.8744705410215073,10
2005-08-24,0.7317830601430667,10
2005-08-25,0.883168652291176,10
2005-08-26,0.8956105120031045,10
2005-08-29,0.563840806130294,10
2005-08-30,0.564924004042354,10
2005-08-31,0.8906117981019752,10
2005-09-01,0.6357558485398268,10
2005-09-02,0.8059828493317555,10
2005-09-05,0.930726862342496,10
2005-09-06,0.946847455682806,10
2005-09-07,0.4905104998679074,10
2005-09-12,0.8285155516616571,10
2005-09-13,0.8822153828910202,10
2005-09-14,0.8632476255212446,10
2005-09-23,0.8294867365075571,10
2005-09-28,0.9253741580786312,10
2005-09-29,0.904298239497037,10
2005-10-21,0.9019865495135702,10
2005-10-26,0.6013874282343337,10
2005-10-27,0.7295737373906949,10
2005-11-01,0.8112679923432007,10
2005-11-02,0.933596100716705,10
2005-11-03,0.8330121467545996,10
2005-11-10,0.7637462766639468,10
2005-12-16,0.8416484835416366,10
2005-12-19,0.6525907292434161,10
2005-01-05,0.7870396456466764,2
2005-01-06,0.6524902767378565,2
