Trddt,AutoCorr,Stkcd
2005-04-08,0.9669325486052036,1
2005-04-11,0.8555964773714161,1
2005-04-12,0.7116420493411401,1
2005-04-13,0.918088582101014,1
2005-04-14,0.8643416139126595,1
2005-04-15,0.9308187433114864,1
2005-04-18,0.7903586843373995,1
2005-04-19,0.8811942412356908,1
2005-04-20,0.7544112139699479,1
2005-04-25,0.8642167224519223,1
2005-04-27,0.8860495827880899,1
2005-04-28,0.9415365741343972,1
2005-04-29,0.932191106269062,1
2005-05-09,0.8984483663442958,1
2005-05-10,0.9176629223926585,1
2005-05-11,0.8330767752713251,1
2005-05-12,0.7113733614285729,1
2005-05-13,0.7815456273340982,1
2005-05-16,0.5738243353397526,1
2005-05-17,0.9558292399647909,1
2005-05-18,0.8977433213062976,1
2005-05-19,0.9642907910702148,1
2005-05-20,0.8967366039785177,1
2005-05-23,0.6271466018120178,1
2005-05-24,0.8624519891552546,1
2005-05-25,0.9286452301518404,1
2005-05-26,0.7198509685204966,1
2005-05-27,0.9053626214460684,1
2005-05-30,0.6100041602813081,1
2005-05-31,0.9377790743165676,1
2005-06-01,0.8948245474244072,1
2005-06-02,0.8870898568737096,1
2005-06-03,0.8514746647429586,1
2005-06-06,0.9173622286605168,1
2005-06-07,0.8635531745692923,1
2005-06-08,0.6296727574464261,1
2005-06-09,0.8593810218234464,1
2005-06-10,0.8045262557394491,1
2005-06-13,0.8917152887166322,1
2005-06-14,0.8971857166927031,1
2005-06-15,0.9173533105756422,1
2005-06-16,0.7971408698126763,1
2005-06-20,0.8053289919274592,1
2005-06-21,0.8258342693333418,1
2005-06-22,0.8435684092145788,1
2005-06-23,0.9004881371806198,1
2005-06-24,0.7214520674590102,1
2005-06-27,0.9283658343369428,1
2005-06-28,0.6999438239946879,1
2005-06-29,0.5973531672206286,1
2005-06-30,0.8905994991657854,1
2005-07-01,0.8591449310292011,1
2005-07-05,0.8367622128293776,1
2005-07-07,0.763292977130085,1
2005-07-08,0.5536103520380434,1
2005-07-11,0.902064830646341,1
2005-07-12,0.839805729700554,1
2005-07-13,0.861158693027405,1
2005-07-14,0.8503789592204836,1
2005-07-15,0.6632160454476493,1
2005-07-18,0.957221782355212,1
2005-07-19,0.8450125444392579,1
2005-07-20,0.952025440366306,1
2005-07-21,0.8402235426766699,1
2005-07-22,0.6972454625594452,1
2005-07-25,0.7814027432349435,1
2005-07-26,0.901656394247964,1
2005-07-27,0.9179796184315996,1
2005-07-28,0.9140551272271584,1
2005-07-29,0.8921290572057919,1
2005-08-01,0.9120982350228588,1
2005-08-03,0.7411327319418264,1
2005-08-05,0.6979250000074395,1
2005-08-10,0.8626485373421164,1
2005-08-11,0.8737059905340604,1
2005-08-16,0.77901586673976,1
2005-08-17,0.9075648834387192,1
2005-08-18,0.906032980281049,1
2005-08-22,0.5307940865768218,1
2005-08-23,0.9343112529729118,1
2005-08-26,0.8543485556267538,1
2005-08-29,0.8523436678545072,1
2005-08-30,0.8329890578471795,1
2005-08-31,0.9459807383616308,1
2005-09-01,0.7110786442144205,1
2005-09-02,0.8399675803257552,1
2005-09-05,0.9616770959621208,1
2005-09-07,0.7844321126463204,1
2005-09-09,0.921960507537848,1
2005-09-13,0.5262979559737748,1
2005-09-14,0.7253357816210456,1
2005-09-19,0.9408835486564144,1
2005-09-20,0.8032454263820774,1
2005-09-21,0.8649871747737206,1
2005-09-27,0.8291145380585045,1
2005-11-01,0.7553946234659021,1
2005-11-02,0.8094727165603864,1
2005-11-03,0.8667881070850406,1
2005-11-04,0.7586635038131309,1
2005-11-09,0.919043279621646,1
2005-11-14,0.8022209764908359,1
2005-11-16,0.8389137324063285,1
2005-11-18,0.9353004638002016,1
2005-11-21,0.8294519200244935,1
2005-11-22,0.7873561088281429,1
2005-11-24,0.8950678672399713,1
2005-11-25,0.7521802767712712,1
2005-11-28,0.6660717439911114,1
2005-11-30,0.8247084950280458,1
2005-12-02,0.9466658921356056,1
2005-12-06,0.9107283609163438,1
2005-12-09,0.8387444427374072,1
2005-12-23,0.742807025764785,1
2005-12-26,0.9111532411663203,1
2005-04-08,0.7938785498705166,10
2005-04-11,0.7944616232461704,10
2005-04-13,0.5814477873112534,10
2005-04-14,0.9500721165374996,10
2005-04-15,0.6640774851505592,10
2005-04-19,0.8632335508521275,10
2005-04-20,0.6086839933357241,10
2005-04-21,0.9104802492404888,10
2005-04-22,0.8378342357405251,10
2005-04-25,0.7622679766082403,10
2005-04-28,0.776458098977469,10
2005-04-29,0.8905756119777201,10
2005-05-09,0.7995582185321283,10
2005-05-10,0.934265399125216,10
2005-05-11,0.7355996787879701,10
