Trddt,AutoCorr,Stkcd
2005-04-08,0.9072501102631748,1
2005-04-11,0.8034857423675279,1
2005-04-12,0.6724939445786765,1
2005-04-13,0.8786331691813498,1
2005-04-14,0.9144079919318427,1
2005-04-15,0.9337385698394074,1
2005-04-18,0.8516176226266111,1
2005-04-19,0.7791617935151436,1
2005-04-20,0.8475995213044138,1
2005-04-25,0.910909149072954,1
2005-04-27,0.3324814736544805,1
2005-04-28,0.859566924464183,1
2005-04-29,0.7878381210691114,1
2005-05-09,0.8427309346830227,1
2005-05-10,0.7837011317870767,1
2005-05-11,0.7698736075248801,1
2005-05-12,0.7083925865296772,1
2005-05-13,0.8417847852242075,1
2005-05-16,0.673832767817824,1
2005-05-17,0.6310009646900794,1
2005-05-18,0.9067523887685746,1
2005-05-19,0.7785367059542452,1
2005-05-20,0.6566450654071282,1
2005-05-23,0.6768967607064791,1
2005-05-24,0.5179266450390033,1
2005-05-25,0.8132986605516624,1
2005-05-26,0.7824655964344741,1
2005-05-27,0.9131186638350042,1
2005-05-30,0.8318051049385641,1
2005-05-31,0.9317284301878372,1
2005-06-01,0.8026466481082634,1
2005-06-02,0.9078336775673356,1
2005-06-03,0.7555609170791026,1
2005-06-06,0.7366774695648508,1
2005-06-07,0.8414325297592912,1
2005-06-08,0.6783161941856609,1
2005-06-09,0.4218674183873039,1
2005-06-10,0.7883354101944267,1
2005-06-13,0.8607788593662218,1
2005-06-14,0.9304960249716516,1
2005-06-15,0.5911804310405732,1
2005-06-16,0.8727808446329924,1
2005-06-20,0.5739025317136109,1
2005-06-21,0.6725461143591652,1
2005-06-22,0.8464368388971433,1
2005-06-23,0.8968008439029619,1
2005-06-24,0.6083062492601863,1
2005-06-27,0.7445246051254125,1
2005-06-28,0.6461099064875003,1
2005-06-29,0.7704521858653379,1
2005-06-30,0.887100357107224,1
2005-07-01,0.7737656107629477,1
2005-07-05,0.6009604138306318,1
2005-07-07,0.7803005629574815,1
2005-07-08,0.7303961352106979,1
2005-07-11,0.7236294547221694,1
2005-07-12,0.0426235206094194,1
2005-07-13,0.7576871052979883,1
2005-07-14,0.7152852150701651,1
2005-07-15,0.717427275516135,1
2005-07-18,0.8782995468024011,1
2005-07-19,0.827824697617631,1
2005-07-20,0.7985304326670001,1
2005-07-21,0.7971860177026563,1
2005-07-22,0.8377071849354649,1
2005-07-25,0.6744971475508861,1
2005-07-26,0.7929665193426443,1
2005-07-27,0.8395842863207749,1
2005-07-28,0.7188086982003007,1
2005-07-29,0.6644660894779952,1
2005-08-01,0.8148503327012316,1
2005-08-03,0.8053628855141708,1
2005-08-05,0.729440835746653,1
2005-08-10,0.6041005663210495,1
2005-08-11,0.3520493222610506,1
2005-08-16,0.0606436157381447,1
2005-08-17,0.9421792741111502,1
2005-08-18,0.8026775088232152,1
2005-08-22,0.6964880925637792,1
2005-08-23,0.9355903906038642,1
2005-08-26,0.8023716231231908,1
2005-08-29,0.7279724337525413,1
2005-08-30,0.910118339911983,1
2005-08-31,0.8660212296916567,1
2005-09-01,0.5810283161435217,1
2005-09-02,0.6065971129839695,1
2005-09-05,0.9067425256005532,1
2005-09-07,0.8704167459761158,1
2005-09-09,0.8496398904789494,1
2005-09-13,0.8102836369852302,1
2005-09-14,0.6646090943098162,1
2005-09-19,0.8436384848462607,1
2005-09-20,0.7757023965004641,1
2005-09-21,0.7740558090142167,1
2005-09-27,0.8591045464610658,1
2005-11-01,0.7954001737544237,1
2005-11-02,0.8671576706939875,1
2005-11-03,0.7485409142743511,1
2005-11-04,0.710837129789447,1
2005-11-09,0.8468066716711623,1
2005-11-14,0.8685078125184815,1
2005-11-16,0.921260466017026,1
2005-11-18,0.8476700100857184,1
2005-11-21,0.788464286750404,1
2005-11-22,0.8558412721522038,1
2005-11-24,0.9366661595363012,1
2005-11-25,0.5634783218716276,1
2005-11-28,0.7137637301604615,1
2005-11-30,0.893498696967048,1
2005-12-02,0.879030624059582,1
2005-12-06,0.8169938009748156,1
2005-12-09,0.7631908396985929,1
2005-12-23,0.8584492368046073,1
2005-12-26,0.7319347316244995,1
2005-04-08,0.8336766249263698,10
2005-04-11,0.5208718542651387,10
2005-04-13,0.7763998919527555,10
2005-04-14,0.9302839508434404,10
2005-04-15,0.7665210456890138,10
2005-04-19,0.8265523466788933,10
2005-04-20,0.7283191637677136,10
2005-04-21,0.8011000453478077,10
2005-04-22,0.5573983151415468,10
2005-04-25,0.7914202977158343,10
2005-04-28,0.7664410727689819,10
2005-04-29,0.584789690823071,10
2005-05-09,0.8419575608429329,10
2005-05-10,0.8533069730227383,10
2005-05-11,0.4663871865124937,10
2005-05-16,0.5804298183043518,10
2005-05-17,0.5308792052179766,10
2005-05-18,0.9351526244302756,10
2005-05-19,0.8723061176092901,10
2005-06-03,0.7042280700894489,10
2005-06-06,0.9050541106561214,10
2005-06-07,0.860315301621268,10
2005-06-08,0.7113597354797158,10
2005-06-09,0.2195564399092333,10
2005-06-10,0.6954133339417453,10
2005-06-13,-0.0151752072369058,10
2005-06-15,0.0497321447528803,10
2005-06-16,0.8500932096395246,10
2005-06-17,0.6352290706441924,10
2005-06-20,0.5017349276117362,10
2005-06-21,0.7082114803431476,10
2005-06-23,0.9179699556795106,10
2005-07-01,0.8304946624417028,10
2005-07-04,0.6708444949140578,10
2005-07-05,0.7511415003475068,10
2005-07-08,0.6889337633989192,10
2005-07-13,0.7657730571085793,10
2005-07-15,0.7199543384874837,10
2005-07-19,0.889962733602093,10
2005-07-20,0.3865927393119288,10
2005-07-25,0.6444411960430156,10
2005-07-26,0.4854524195147971,10
2005-07-28,0.2706164496322877,10
2005-08-03,0.1995207992817329,10
2005-08-05,0.8796076944409332,10
2005-08-08,0.8531866446895396,10
2005-08-10,0.7454737594170435,10
2005-08-11,0.7088552827020937,10
2005-08-16,0.6552623977902385,10
2005-08-17,0.7215376073139248,10
