Trddt,beta,beta_n,beta_p,beta_mn,beta_mp
2005-01-04,1.2184555666295775,0.9939099844094108,0.3329149292973031,0.08107897014476051,0.027290376932375803
2005-01-05,1.3059697616541905,0.48072036443954475,0.8773609696819278,0.029918259347729126,0.02219331311955283
2005-01-06,1.276143226533812,0.9031179283335725,0.4742267791265098,0.04614497550404733,0.05505650542222327
2005-01-07,0.7685053529854498,0.17515110669729067,0.6559970526709965,0.05113153478665054,0.011511271596186886
2005-01-10,1.6202944391693823,0.8691508750276767,0.8653223372612984,0.05178400620041503,0.06239476691917783
2005-01-12,1.3910146465498558,0.9912969266151573,0.6709707088448089,0.12416995948926521,0.14708302942084536
2005-01-13,0.46246643076555083,0.7075870442694531,0.3493041456629194,0.47262676536525217,0.12179799380156954
2005-01-14,1.1423491406033823,0.2988584008160525,0.8886137648424763,0.010164751618462206,0.034958273436684124
2005-01-17,0.6371397957535176,0.5165434552093152,0.20700076901902403,0.060970122500162725,0.025434305974658795
2005-01-18,0.8901708225632927,0.22516411139545156,0.8805663621077341,0.1395719482102653,0.07598770272962767
2005-01-19,1.3794204575794258,1.1667780365366995,0.39280232189772757,0.12540662643856512,0.054753274416436126
2005-01-20,0.8497033512504139,0.6724694528617792,0.3250524810580065,0.03726236200842529,0.1105562206609465
2005-01-21,1.7913030328173212,0.4294502738140744,1.532364813158832,0.009458455289637483,0.16105359886594792
2005-01-24,1.4235958405048534,1.2730199947415721,0.21500363577576462,0.029888407067912227,0.03453938294457094
2005-01-25,1.1044720088798596,0.7316075079591404,0.4847324107169144,0.05038906805821463,0.06147884173798058
2005-01-26,1.7515907601217373,0.9856521246223316,0.9435451896765502,0.03928699780482712,0.13831955637231735
2005-01-27,0.8572064393909704,0.9161247280518046,0.27651023679511144,0.2170114380967092,0.11841708735923646
2005-01-28,1.2587580871560167,0.5288461656377679,0.8610572967999957,0.07979750178576073,0.051347873495986136
2005-01-31,1.635569442592096,1.1287002681616607,0.7387876218639071,0.15641145121553257,0.07550699621793942
2005-02-01,1.1703729201757187,0.5239490804380049,0.8301915450109767,0.10832970496659163,0.0754380003066712
2005-02-02,1.078336772068961,0.13763354150897483,1.0138005436300923,0.04432800238941449,0.02876931068069169
2005-02-03,0.9178258224355575,0.5251208296471901,0.4452447450884463,0.013201002071400925,0.03933875022867787
2005-02-04,1.5596907736959846,0.30261921025943084,1.469995175988449,0.049758100931988986,0.16316551161990617
2005-02-16,1.4443856183589165,0.8100901848586186,0.7108062537028242,0.02953294092682929,0.04697787927569706
2005-02-18,1.500361509684383,0.8870681697083505,0.6947921357253914,0.030536459241406036,0.050962336507952864
2005-02-21,0.8968982741706896,0.3779601900720966,0.8357055874024184,0.07478372950363625,0.2419837738001892
2005-02-22,1.1554343159471159,0.34963556180102956,0.9330221470177127,0.028913639410585865,0.09830975346104075
2005-02-23,0.9867458194274945,0.496356447151567,0.5828238170065413,0.04217136153850986,0.050263083192103986
2005-02-24,1.6492027411190429,0.8538907330607189,0.8885551526423042,0.02624855545830404,0.06699458912567627
2005-02-28,0.9103499973775349,0.6439072372833031,0.4047083002845779,0.01962490096425749,0.11864063922608864
2005-03-01,0.8730193687803369,0.7995838024573146,0.39810055188894056,0.2429493330595007,0.08171565250641757
2005-03-02,0.48819476125844935,0.38564873928999627,0.18872310573480508,0.03229851009037759,0.05387857367597441
2005-03-03,0.7634237652018131,0.22705090565624514,0.6882270567032481,0.07857763676315217,0.07327656039452798
2005-03-04,0.5991729013589051,0.4927378789373862,0.33503872974565435,0.04978647756476341,0.178817229759372
2005-03-07,-0.06968633773666555,0.4943666100270426,0.24667626758945702,0.1826675223122685,0.6280616930408967
2005-03-08,0.6668674942780803,0.20919440379146031,0.7979692539657012,0.05953127523201526,0.28076488824706586
2005-03-09,0.5500324037623607,0.5250792359632015,0.42213533906877704,0.12271011285481913,0.27447205841479866
2005-03-10,0.34391673065750894,0.5508222023106816,0.03040040997429022,0.12892710167069657,0.10837877995676626
2005-03-11,0.27933293031089346,0.2554031253970205,0.14861032528934653,0.006097622439096788,0.11858289793637675
2005-03-14,0.7962638256200159,0.37744518739740957,0.4696483449583161,0.023253813100573513,0.027575893635136198
2005-03-15,0.5769489937286424,0.646530374522692,0.14268237816232995,0.1542739308833241,0.05798982807305557
2005-03-16,0.9283618830030342,0.6098637984135563,0.449557978596605,0.04817230730380006,0.08288758670332695
2005-03-17,1.0546347861919139,0.6074998729219234,0.5488047203225062,0.0970816809365086,0.004588126116006934
2005-03-18,1.2888606774515252,0.8284038962787836,0.5698975544885025,0.038990169626877,0.07045060368888388
2005-03-21,0.9261354573302344,0.30632348786527974,0.7788859216772753,0.028620299658530544,0.13045365255379018
2005-03-22,1.457164952185754,1.2146005390615326,0.38204547880979156,0.042962587495048526,0.09651847819052169
2005-03-23,1.514854523486315,1.1364977513628296,0.6042086077210664,0.12232990475897133,0.1035219308386095
2005-03-24,0.8016887864478078,0.3574822438334725,0.5277668035289668,0.012172214913637703,0.0713880460009937
2005-03-25,0.8287475556418329,0.3975653778586187,0.5226439101998551,0.0448446920944187,0.04661704032222219
2005-03-28,1.2014329286453658,0.750074703287359,0.6660824479943644,0.09152126609185911,0.12320295654449846
2005-03-29,1.2903884411491795,0.7589287261683378,0.5586745769187181,0.011391852051048193,0.015823009886828446
2005-03-30,1.4542726744433387,1.1179675038517072,0.5703787712589249,0.06891605266365818,0.16515754800363538
2005-03-31,1.3757284473050904,0.37190836000277444,1.043536166380043,-0.0,0.03971607907772706
2005-04-04,1.5787266590897717,0.6984593762367134,1.0372457469705734,0.0939653346903441,0.06301312942717108
2005-04-05,1.2611863507711853,0.5271034795580403,0.9026933767476094,0.13327201036480793,0.035338495169656245
2005-04-06,1.5969473934884624,0.35218121098478206,1.3429996673581317,0.07324259693845722,0.02499088791599414
2005-04-07,0.08211292291829375,0.022279958195058416,0.5201713603155671,0.31205512491550985,0.14828327067682195
2005-04-08,2.5854306659124333,0.746199390826441,2.151677401735406,0.04822872291416225,0.2642174037352518
2005-04-11,3.6637824537766313,2.1472135783035915,2.025787519388888,0.2595309600561004,0.2496876838597478
2005-04-12,1.4536134645538172,1.2826378590889957,0.825652939328769,0.2957502132884423,0.35892712057550535
2005-04-13,1.8522680816573962,1.18661760775805,1.1701955431235895,0.3521173765478555,0.15242769267638798
2005-04-14,2.3241915452057706,2.172146739442839,0.46113628118807415,0.2442615552320944,0.06482992019304835
2005-04-15,2.1707161185773467,1.3548599562635386,1.452533179108516,0.5002648915532109,0.13641212524149698
2005-04-18,2.418125569212448,1.7223197202013527,0.8943130928514704,0.1439903911841355,0.054516852656239775
2005-04-19,1.4466468716252288,0.602756147334273,1.300269049748138,0.30202601826552156,0.15435230719166038
2005-04-20,1.7897143448577357,1.752367583360357,0.5398248403387003,0.41065058136373733,0.09182749747758402
2005-04-22,2.713216378515382,1.8048502646071989,1.3935659398526392,0.1823041535361443,0.3028956724083117
2005-04-25,2.5793772847257275,1.554074077093437,1.749153677825415,0.5405397531827191,0.18331071701040555
2005-04-27,1.7846398134868586,1.6345462654837317,0.8039996713061316,0.3683819431179943,0.2855241801850107
2005-04-28,2.2263098070210128,0.4233136240393104,1.8569996604191925,0.03148596907501831,0.022517508362471857
2005-04-29,3.1078297135161117,0.9991263386120428,2.291206210933281,0.15137497564383043,0.03112786038538151
2005-05-09,1.5293828071848363,1.3432087106217943,0.3757421972092448,0.15394730522129127,0.03562079542491147
2005-05-10,1.4165451192686755,0.600956723742056,1.0860225471126568,0.11554280149726126,0.15489135008877603
2005-05-11,1.206440011921193,1.0095703783876446,0.5130150818772257,0.2860769558124283,0.03006849253124877
