Stkcd,Trddt,Dretwd,rf,mkt,smb,vmg,ex_ret,IVOL
10,2005-01-04,-0.011261,6.1e-05,-0.018438977,0.003201053,-0.009803919,-0.011322,
10,2005-01-05,0.041002,6.1e-05,0.009475903,0.007677953,-0.016329379,0.040941,
10,2005-01-06,0.010941,6.1e-05,-0.01055943,-0.00180003,-0.002762617,0.010879999999999999,
10,2005-01-07,0.008658,6.1e-05,0.00367599,0.001726692,-0.002746228,0.008597,
10,2005-01-10,0.040773,6.1e-05,0.007653338,0.001232063,-0.005544859,0.040712,
10,2005-01-11,-0.010309,6.1e-05,0.003253666,6.87e-05,-0.000884743,-0.01037,
10,2005-01-12,-0.016667,6.1e-05,-0.000136364,-0.00028377,0.000343177,-0.016728,
10,2005-01-13,0.072034,6.1e-05,0.000376638,0.003903743,-0.004882454,0.071973,
10,2005-01-14,-0.037549,6.1e-05,-0.009378221,-0.002448669,0.006684696,-0.03761,
10,2005-01-17,0.010267,6.1e-05,-0.022746415,-0.000323077,-0.002409449,0.010206,
10,2005-01-18,0.036585,6.1e-05,0.008668035,0.006735,-0.013210157,0.036524,
10,2005-01-19,-0.019608,6.1e-05,-0.005928693,0.002539763,-0.002644075,-0.019669,
10,2005-01-20,-0.03,6.1e-05,-0.011481804,-0.003554025,-0.002821032,-0.030060999999999997,
10,2005-01-21,0.002062,6.1e-05,0.024953553,-0.004661877,0.012233645,0.002001,
10,2005-01-24,0.037037,6.1e-05,0.017938342,0.002796587,-0.003791755,0.036976,
10,2005-01-25,0.013889,6.1e-05,-0.000888936,-0.006694825,0.006417123,0.013828,
10,2005-01-26,-0.02544,6.1e-05,-0.00921772,0.001200438,0.008741873,-0.025501,
10,2005-01-27,-0.024096,6.1e-05,-0.013755602,-0.000320995,0.010970948,-0.024156999999999998,
10,2005-01-28,-0.059671,6.1e-05,-0.010409115,-0.013565208,0.013347497,-0.059732,
10,2005-01-31,-0.100656,6.1e-05,-0.018923339,-0.016232622,0.024510273,-0.100717,0.020854569722458974
10,2005-02-01,-0.046229,6.1e-05,-0.001786995,-0.009614591,0.020293438,-0.04629,0.020475048877532317
10,2005-02-02,0.061224,6.1e-05,0.053861164,0.001430789,-0.004379409,0.061163,0.02013829358757695
10,2005-02-03,-0.03125,6.1e-05,-0.01286026,-0.007421047,0.012891734,-0.031311,0.020123484713842187
10,2005-02-04,0.012407,6.1e-05,0.021968679,-0.003970836,0.008345656,0.012346,0.020134633630825412
10,2005-02-16,0.014706,6.1e-05,0.008947523,0.004301928,-0.007484606,0.014645,0.020170780618504434
10,2005-02-17,0.031401,6.1e-05,-0.001532365,0.003924252,-0.01486163,0.03134,0.019737942148426238
10,2005-02-18,-0.030445,6.1e-05,-0.013161252,0.003062393,0.000262357,-0.030506,0.020161299263289568
10,2005-02-21,0.016908,6.1e-05,0.019981889,0.001279338,0.004577233,0.016847,0.015375894228002805
10,2005-02-22,0.028504,6.1e-05,0.021230679,0.00494024,-0.005327541,0.028443000000000003,0.01520807187065147
10,2005-02-23,0.025404,6.1e-05,0.001767936,0.011111021,-0.007948133,0.025343,0.012920165717443201
10,2005-02-24,0.0,6.1e-05,0.00097405,0.00288932,-0.002905736,-6.1e-05,0.012952695686222513
10,2005-02-25,-0.004505,6.1e-05,0.001189484,-0.001087485,0.007197254,-0.004566000000000001,0.012574582977560348
10,2005-02-28,-0.004525,6.1e-05,-0.003871005,0.001357018,0.000881711,-0.004586000000000001,0.012134350966916299
10,2005-03-01,0.022727,6.1e-05,-0.001709993,0.005881294,-0.002890347,0.022666000000000002,0.0125327538592581
10,2005-03-02,-0.026667,6.1e-05,-0.012835365,-0.000718595,0.000886582,-0.026728,0.012570109615379623
10,2005-03-03,0.015982,6.1e-05,0.005714798,-0.000708427,0.001930197,0.015921,0.009994036425846856
10,2005-03-04,0.002247,6.1e-05,-0.004921616,-0.003889857,0.004590787,0.002186,0.01124705126590046
10,2005-03-07,-0.022422,6.1e-05,0.005419923,-0.0037294,0.002376783,-0.022483,0.01175039760019042
10,2005-03-08,0.016055,6.1e-05,0.019742722,0.002346449,0.001449825,0.015994,0.011778447015222744
10,2005-03-09,0.0,6.1e-05,-0.000164231,0.005005013,-0.002756225,-6.1e-05,0.010598045381607947
10,2005-03-10,-0.029345,6.1e-05,-0.02390989,-0.003630954,0.003315627,-0.029405999999999998,0.010431743132496792
10,2005-03-11,-0.025581,6.1e-05,0.003535606,-0.001250783,-0.002380836,-0.025641999999999998,0.012302142229141338
10,2005-03-14,-0.016706,6.1e-05,0.002532684,-0.012824218,0.007116173,-0.016766999999999997,0.012348677646605069
10,2005-03-15,0.01699,6.1e-05,-0.017459862,0.004075936,-0.004882653,0.016929000000000003,0.013411352449294759
10,2005-03-16,-0.01432,6.1e-05,-0.010269465,0.001946274,2.08e-05,-0.014381,0.013444577523184955
10,2005-03-17,-0.033898,6.1e-05,-0.009928026,-0.006370911,0.000938706,-0.033958999999999996,0.013036340598201364
10,2005-03-18,-0.027569,6.1e-05,-0.014658297,-0.006731451,0.011044597,-0.02763,0.011686833926962292
10,2005-03-21,0.030928,6.1e-05,0.00318998,-0.000548373,0.007720519,0.030867000000000002,0.012927700956602662
10,2005-03-22,-0.04,6.1e-05,-0.01942506,-0.018618011,0.014503719,-0.040061,0.013094715259052106
10,2005-03-23,-0.03125,6.1e-05,-0.003175152,0.00462463,6.39e-05,-0.031311,0.015657768394766774
