Trddt,beta,beta_n,beta_p,beta_mn,beta_mp
2005-04-08,1.366685927809028,0.3478441992600509,1.1288620992032123,0.03816597425259775,0.07185439640163752
2005-04-11,1.6030279265024427,1.283894885365306,0.4863436581186107,0.14216332187510844,0.02504729510636568
2005-04-12,1.5787401373102383,1.3062768483199054,0.5209944887499365,0.08043322153080501,0.1680979782287986
2005-04-13,1.0715273046867841,0.5233236719752402,0.7505523275631156,0.1279616564173538,0.0743870384342181
2005-04-14,0.747677005208237,0.7432541433316449,0.14781319183835154,0.03502315614645583,0.10836717381530356
2005-04-15,0.35734443140072414,1.2267993009575728,1.1978534100469762,0.4931285581424769,1.574179721461348
2005-04-18,3.490803828500165,3.1819133606503316,1.0463735448534406,0.37646636217626656,0.3610167148273409
2005-04-19,1.3339035488045397,1.1419631872492246,0.5954785376148362,0.13311316734196976,0.2704250087175512
2005-04-20,1.2640943595670384,1.291131617870902,1.0544280872618745,0.7082549742668245,0.37321037129891393
2005-04-21,3.3814365498532415,1.7416198178519824,2.105143090281751,0.2928400654304855,0.1724862928500067
2005-04-22,0.46698866262337513,0.6862927160021004,0.2290337434996634,0.24257924341137319,0.20575855346701555
2005-04-25,3.13972656374334,2.4903444220200455,1.1730421472717514,0.3363484470336185,0.18731155851483808
2005-04-27,1.1627909681961965,1.3303874192569665,0.36998500335903406,0.48725295556838877,0.050328498851415396
2005-04-28,2.7014962210714724,0.4668768387481116,2.455509175923052,0.11335361443847947,0.10753617916121137
2005-04-29,1.4668704501102394,1.2257374012527882,0.9567153527279476,0.45828373646167514,0.25729856740882107
2005-05-09,1.7660643287743099,1.5765275632613678,0.3505958758019088,0.13923192305890186,0.021827187230064746
2005-05-10,2.574386303018926,0.8436249732884429,2.0388799387779972,0.07740906047418677,0.23070954857332715
2005-05-11,3.0841940848807785,1.5653146472409936,1.8500775788753425,0.291202804057176,0.03999533717838139
2005-05-12,1.069439619349788,0.9905709893270567,0.8843758719141499,0.5662597859127615,0.23924745597865735
2005-05-13,2.28127040495188,1.0406473596158128,1.2962273574567216,0.02693929492424002,0.028665017196414313
2005-05-16,2.0914226249536134,1.2251640056450872,1.365593974177426,0.383890300057005,0.11544505481189447
2005-05-17,1.821792415990259,0.8518745216303447,1.246906317867532,0.1568934737180667,0.120094949789551
2005-05-18,1.3161661843779784,1.0236556085098956,0.5776077754744233,0.06690686036099089,0.21819033924534964
2005-05-19,1.4969202404153128,0.7998065868661047,0.9579867637011323,0.12896900850076073,0.13190410165116354
2005-05-23,2.459188801196203,2.1795498768462434,0.7418008592432914,0.34279231438300467,0.11936962051032687
