Trddt,beta,beta_n,beta_p,beta_mn,beta_mp
2005-04-08,2.478848954663598,0.6918865638879549,2.0566692805620077,0.047154249461045565,0.2225526403253188
2005-04-11,3.4232108193723914,2.0046404399785724,1.8299597244098047,0.17288165264821634,0.23850769236776936
2005-04-12,1.6337600810290536,1.2582605882583378,0.8877644447655265,0.26370901056229695,0.2485559414325139
2005-04-13,1.7432892788922858,1.095863177527784,1.1319537633092156,0.36716366310656035,0.11736399883815334
2005-04-14,2.013179475724488,1.9309625929579555,0.35389478030625915,0.2126614190407288,0.059016478498997826
2005-04-15,2.0572766074654343,1.2290086936167715,1.360266660596115,0.40734321469064877,0.12465553205680335
2005-04-18,2.5982722927949418,1.6926329549267016,1.0368058018523851,0.047470648198136706,0.08369581578600814
2005-04-19,1.3720232288413612,0.5700045352679448,1.2814323997112853,0.2842877438579345,0.19512596227993437
2005-04-20,1.6817280018343739,1.5837378428026638,0.560463268959128,0.4012798333652178,0.06119327656219995
2005-04-22,2.6006758872313895,1.5944463822343626,1.4193372927777308,0.17306858109971618,0.2400392066809879
2005-04-25,2.140074645417761,1.3154847165646826,1.560701514516061,0.47943480085493867,0.2566767848080442
2005-04-27,1.820817948140647,1.4349314815411314,0.8755734250729861,0.38102590457105967,0.10866105390241097
2005-04-28,2.130899547846545,0.409653055469538,1.7646864297943927,0.025241224469148418,0.01819871294823716
2005-04-29,3.085938706193398,0.9825177617450499,2.198636087044105,0.07852614126117688,0.016689001334579564
2005-05-09,1.6760767962173695,1.4195313133706757,0.4555472561910644,0.14800219560695743,0.05099957773741328
2005-05-10,1.489147095653911,0.6259630490162253,1.0996203129516993,0.09764111485451678,0.1387951514594968
2005-05-11,1.2486711847195948,0.9925777660140663,0.5219451030300518,0.2361947229502081,0.029656961374315262
2005-05-12,1.731865749071036,1.0133734082592625,0.8272456074129094,0.06523458271712697,0.04351868388400872
2005-05-13,1.8198499252545337,0.7530796895715258,1.141234455657336,0.04432158401584933,0.030142635958478846
2005-05-16,1.7715809033823056,1.1646651428241337,0.7203302574602919,0.07315748494657169,0.0402570119555483
