stkcd,date,time,open,high,low,close,volume,turnover
9,2005-01-04,09:30:00,3.42,3.42,3.4,3.4,18100.0,61772.0
9,2005-01-04,09:31:00,3.39,3.4,3.39,3.39,24400.0,82930.0
9,2005-01-04,09:32:00,3.38,3.38,3.38,3.38,5000.0,16900.0
9,2005-01-04,09:33:00,3.38,3.38,3.38,3.38,3500.0,11830.0
9,2005-01-04,09:34:00,3.38,3.38,3.38,3.38,1700.0,5746.0
9,2005-01-04,09:35:00,3.38,3.38,3.37,3.37,4300.0,14496.0
9,2005-01-04,09:36:00,3.37,3.37,3.36,3.36,9900.0,33338.0
9,2005-01-04,09:37:00,3.36,3.36,3.36,3.36,9900.0,33259.0
9,2005-01-04,09:38:00,3.36,3.36,3.35,3.35,5200.0,17462.0
9,2005-01-04,09:39:00,3.36,3.36,3.36,3.36,3800.0,12768.0
9,2005-01-04,09:40:00,3.36,3.36,3.36,3.36,6800.0,22848.0
9,2005-01-04,09:41:00,3.36,3.37,3.36,3.37,6600.0,22197.0
9,2005-01-04,09:42:00,3.37,3.37,3.35,3.35,10600.0,35603.0
9,2005-01-04,09:43:00,3.37,3.37,3.37,3.37,1000.0,3370.0
9,2005-01-04,09:44:00,3.36,3.36,3.36,3.36,3800.0,12768.0
9,2005-01-04,09:46:00,3.38,3.38,3.38,3.38,2300.0,7774.0
9,2005-01-04,09:47:00,3.38,3.38,3.38,3.38,5100.0,17238.0
9,2005-01-04,09:48:00,3.38,3.38,3.38,3.38,3300.0,11154.0
9,2005-01-04,09:49:00,3.38,3.38,3.36,3.36,10700.0,36002.0
9,2005-01-04,09:50:00,3.38,3.38,3.38,3.38,10300.0,34750.0
9,2005-01-04,09:52:00,3.38,3.38,3.37,3.38,7200.0,24314.0
9,2005-01-04,09:54:00,3.38,3.38,3.38,3.38,3300.0,11154.0
9,2005-01-04,09:55:00,3.38,3.38,3.38,3.38,1000.0,3380.0
9,2005-01-04,09:56:00,3.38,3.38,3.38,3.38,400.0,1352.0
9,2005-01-04,09:57:00,3.39,3.39,3.39,3.39,1400.0,4746.0
9,2005-01-04,09:58:00,3.39,3.39,3.39,3.39,2400.0,8136.0
9,2005-01-04,09:59:00,3.39,3.39,3.39,3.39,5200.0,17628.0
9,2005-01-04,10:00:00,3.4,3.4,3.4,3.4,1000.0,3400.0
9,2005-01-04,10:01:00,3.4,3.4,3.4,3.4,8600.0,29240.0
9,2005-01-04,10:02:00,3.4,3.41,3.4,3.41,2200.0,7494.0
9,2005-01-04,10:03:00,3.42,3.42,3.41,3.41,2700.0,9217.0
9,2005-01-04,10:04:00,3.42,3.42,3.42,3.42,2000.0,6840.0
9,2005-01-04,10:05:00,3.41,3.41,3.4,3.4,8600.0,29253.0
9,2005-01-04,10:08:00,3.4,3.41,3.4,3.4,3200.0,10885.0
9,2005-01-04,10:10:00,3.4,3.4,3.4,3.4,300.0,1020.0
9,2005-01-04,10:11:00,3.4,3.4,3.4,3.4,16000.0,54400.0
9,2005-01-04,10:12:00,3.4,3.4,3.4,3.4,500.0,1700.0
9,2005-01-04,10:13:00,3.39,3.39,3.39,3.39,1500.0,5085.0
9,2005-01-04,10:14:00,3.4,3.4,3.4,3.4,1000.0,3400.0
9,2005-01-04,10:15:00,3.4,3.4,3.4,3.4,2000.0,6800.0
9,2005-01-04,10:16:00,3.4,3.4,3.4,3.4,1900.0,6460.0
9,2005-01-04,10:17:00,3.4,3.4,3.4,3.4,900.0,3060.0
9,2005-01-04,10:18:00,3.41,3.41,3.4,3.4,3200.0,10892.0
9,2005-01-04,10:19:00,3.4,3.4,3.4,3.4,2600.0,8840.0
9,2005-01-04,10:20:00,3.4,3.4,3.4,3.4,1000.0,3400.0
9,2005-01-04,10:21:00,3.4,3.4,3.4,3.4,2000.0,6800.0
9,2005-01-04,10:22:00,3.4,3.4,3.4,3.4,1000.0,3400.0
9,2005-01-04,10:23:00,3.4,3.4,3.4,3.4,500.0,1700.0
9,2005-01-04,10:24:00,3.4,3.4,3.4,3.4,5300.0,18020.0
9,2005-01-04,10:25:00,3.4,3.4,3.4,3.4,1000.0,3400.0
9,2005-01-04,10:26:00,3.4,3.4,3.4,3.4,3000.0,10200.0
9,2005-01-04,10:27:00,3.4,3.4,3.4,3.4,700.0,2380.0
9,2005-01-04,10:28:00,3.39,3.39,3.39,3.39,26000.0,88194.0
9,2005-01-04,10:29:00,3.41,3.41,3.41,3.41,1200.0,4092.0
9,2005-01-04,10:30:00,3.39,3.39,3.39,3.39,10000.0,33929.0
9,2005-01-04,10:31:00,3.4,3.4,3.4,3.4,1100.0,3740.0
9,2005-01-04,10:32:00,3.4,3.4,3.4,3.4,1500.0,5100.0
9,2005-01-04,10:33:00,3.41,3.41,3.41,3.41,1000.0,3410.0
9,2005-01-04,10:34:00,3.41,3.41,3.41,3.41,300.0,1023.0
9,2005-01-04,10:40:00,3.41,3.41,3.41,3.41,1200.0,4092.0
9,2005-01-04,10:41:00,3.4,3.4,3.4,3.4,3000.0,10200.0
9,2005-01-04,10:42:00,3.41,3.41,3.41,3.41,7900.0,26939.0
9,2005-01-04,10:44:00,3.41,3.41,3.41,3.41,1000.0,3410.0
9,2005-01-04,10:47:00,3.42,3.42,3.42,3.42,300.0,1026.0
9,2005-01-04,10:49:00,3.41,3.41,3.41,3.41,500.0,1705.0
9,2005-01-04,10:50:00,3.41,3.41,3.41,3.41,300.0,1023.0
9,2005-01-04,10:51:00,3.41,3.41,3.41,3.41,800.0,2728.0
9,2005-01-04,10:52:00,3.41,3.41,3.41,3.41,2200.0,7492.0
9,2005-01-04,10:54:00,3.4,3.4,3.4,3.4,900.0,3060.0
9,2005-01-04,10:57:00,3.4,3.4,3.4,3.4,4100.0,13940.0
9,2005-01-04,10:59:00,3.4,3.4,3.4,3.4,10000.0,34000.0
9,2005-01-04,11:01:00,3.4,3.4,3.4,3.4,12400.0,42160.0
9,2005-01-04,11:02:00,3.39,3.39,3.39,3.39,5000.0,16950.0
9,2005-01-04,11:03:00,3.4,3.4,3.4,3.4,1200.0,4080.0
9,2005-01-04,11:04:00,3.4,3.4,3.39,3.39,4500.0,15270.0
9,2005-01-04,11:06:00,3.4,3.4,3.4,3.4,5200.0,17680.0
9,2005-01-04,11:10:00,3.39,3.39,3.39,3.39,5900.0,20003.0
9,2005-01-04,11:11:00,3.4,3.4,3.4,3.4,2200.0,7480.0
9,2005-01-04,11:13:00,3.4,3.4,3.4,3.4,2500.0,8500.0
9,2005-01-04,11:14:00,3.4,3.4,3.4,3.4,9700.0,32980.0
9,2005-01-04,11:15:00,3.39,3.4,3.39,3.39,4500.0,15274.0
9,2005-01-04,11:17:00,3.39,3.39,3.39,3.39,100.0,339.0
9,2005-01-04,11:18:00,3.39,3.39,3.39,3.39,1400.0,4746.0
9,2005-01-04,11:20:00,3.39,3.39,3.39,3.39,12300.0,41699.0
9,2005-01-04,11:21:00,3.39,3.4,3.39,3.4,3300.0,11217.0
9,2005-01-04,11:22:00,3.4,3.4,3.4,3.4,1400.0,4760.0
