stkcd,date,time,open,high,low,close,volume,turnover
2,2005-01-04,09:30:00,5.2,5.2,5.2,5.2,12000.0,62461.0
2,2005-01-04,09:31:00,5.19,5.19,5.19,5.19,1400.0,7266.0
2,2005-01-04,09:32:00,5.2,5.2,5.18,5.18,3300.0,17126.0
2,2005-01-04,09:33:00,5.17,5.18,5.17,5.18,9200.0,47641.0
2,2005-01-04,09:34:00,5.18,5.18,5.17,5.17,3350.0,17342.5
2,2005-01-04,09:35:00,5.17,5.19,5.17,5.19,3400.0,17620.0
2,2005-01-04,09:36:00,5.19,5.21,5.19,5.21,7000.0,36424.0
2,2005-01-04,09:37:00,5.21,5.21,5.21,5.21,1600.0,8338.0
2,2005-01-04,09:38:00,5.22,5.24,5.22,5.24,36700.0,191688.0
2,2005-01-04,09:39:00,5.22,5.22,5.2,5.2,20500.0,106646.0
2,2005-01-04,09:40:00,5.21,5.21,5.21,5.21,8500.0,44293.0
2,2005-01-04,09:41:00,5.21,5.21,5.21,5.21,5000.0,26050.0
2,2005-01-04,09:42:00,5.22,5.23,5.22,5.23,20000.0,104477.0
2,2005-01-04,09:43:00,5.23,5.23,5.22,5.22,7500.0,39215.0
2,2005-01-04,09:44:00,5.22,5.22,5.22,5.22,26600.0,138872.0
2,2005-01-04,09:45:00,5.23,5.24,5.22,5.24,104100.0,544472.0
2,2005-01-04,09:46:00,5.24,5.24,5.22,5.22,13600.0,71076.0
2,2005-01-04,09:47:00,5.26,5.26,5.25,5.25,38786.0,203646.5
2,2005-01-04,09:48:00,5.26,5.26,5.25,5.25,65014.0,341341.5
2,2005-01-04,09:49:00,5.25,5.25,5.25,5.25,55356.0,290522.2999999998
2,2005-01-04,09:50:00,5.25,5.25,5.24,5.24,12144.0,63671.0
2,2005-01-04,09:51:00,5.24,5.25,5.24,5.25,26256.0,137814.0
2,2005-01-04,09:52:00,5.25,5.26,5.25,5.26,12700.0,66751.0
2,2005-01-04,09:53:00,5.25,5.26,5.25,5.26,6100.0,32069.0
2,2005-01-04,09:54:00,5.26,5.26,5.25,5.26,16100.0,84628.0
2,2005-01-04,09:55:00,5.26,5.26,5.26,5.26,70550.0,371043.0
2,2005-01-04,09:56:00,5.27,5.27,5.27,5.27,5100.0,26877.0
2,2005-01-04,09:57:00,5.27,5.27,5.27,5.27,34500.0,181795.0
2,2005-01-04,09:58:00,5.27,5.27,5.26,5.27,26650.0,140420.0
2,2005-01-04,09:59:00,5.27,5.27,5.27,5.27,20900.0,110143.0
2,2005-01-04,10:00:00,5.27,5.27,5.26,5.27,26700.0,140644.0
2,2005-01-04,10:01:00,5.27,5.27,5.27,5.27,4300.0,22656.0
2,2005-01-04,10:02:00,5.27,5.27,5.27,5.27,61400.0,322978.0
2,2005-01-04,10:03:00,5.27,5.27,5.26,5.27,18400.0,96907.0
2,2005-01-04,10:04:00,5.27,5.27,5.26,5.26,64450.0,339127.0
2,2005-01-04,10:05:00,5.26,5.26,5.26,5.26,44500.0,234071.0
2,2005-01-04,10:06:00,5.26,5.27,5.26,5.26,15500.0,81609.0
2,2005-01-04,10:07:00,5.26,5.26,5.26,5.26,1000.0,5260.0
2,2005-01-04,10:08:00,5.26,5.26,5.26,5.26,6185.0,32533.10000000056
2,2005-01-04,10:09:00,5.25,5.26,5.25,5.25,241400.0,1267676.6499999994
2,2005-01-04,10:10:00,5.26,5.26,5.25,5.25,4300.0,22613.0
2,2005-01-04,10:11:00,5.26,5.26,5.25,5.25,12200.0,64053.0
2,2005-01-04,10:12:00,5.26,5.26,5.26,5.26,33950.0,178390.5
2,2005-01-04,10:13:00,5.25,5.25,5.25,5.25,600.0,3150.0
2,2005-01-04,10:14:00,5.25,5.25,5.25,5.25,275859.0,1448259.75
2,2005-01-04,10:15:00,5.24,5.24,5.24,5.24,9700.0,50905.0
2,2005-01-04,10:16:00,5.24,5.25,5.24,5.24,206600.0,1084584.000000001
2,2005-01-04,10:17:00,5.24,5.24,5.24,5.24,5500.0,28820.0
2,2005-01-04,10:18:00,5.24,5.24,5.24,5.24,13000.0,68197.0
2,2005-01-04,10:19:00,5.24,5.24,5.24,5.24,3050.0,15982.0
2,2005-01-04,10:20:00,5.24,5.24,5.24,5.24,1100.0,5764.0
2,2005-01-04,10:21:00,5.24,5.25,5.24,5.25,25600.0,134220.0
2,2005-01-04,10:22:00,5.24,5.26,5.24,5.24,89662.0,470668.87999999896
2,2005-01-04,10:23:00,5.25,5.25,5.24,5.24,58000.0,304434.0
2,2005-01-04,10:24:00,5.24,5.25,5.24,5.25,10650.0,55882.0
2,2005-01-04,10:25:00,5.24,5.24,5.24,5.24,2900.0,15196.0
2,2005-01-04,10:26:00,5.25,5.25,5.24,5.24,8900.0,46646.0
2,2005-01-04,10:27:00,5.25,5.25,5.24,5.24,35331.0,185217.43999999948
2,2005-01-04,10:28:00,5.25,5.25,5.24,5.25,79205.0,415766.25
2,2005-01-04,10:29:00,5.25,5.25,5.25,5.25,1000.0,5250.0
2,2005-01-04,10:30:00,5.25,5.25,5.25,5.25,2000.0,10500.0
2,2005-01-04,10:31:00,5.26,5.26,5.26,5.26,16000.0,84160.0
2,2005-01-04,10:32:00,5.25,5.25,5.25,5.25,8795.0,46173.75
2,2005-01-04,10:33:00,5.25,5.25,5.25,5.25,9100.0,47775.0
2,2005-01-04,10:34:00,5.24,5.24,5.24,5.24,1000.0,5240.0
2,2005-01-04,10:35:00,5.24,5.25,5.24,5.24,4600.0,24134.0
2,2005-01-04,10:36:00,5.25,5.26,5.25,5.26,72005.0,378102.25
2,2005-01-04,10:37:00,5.25,5.25,5.25,5.25,1000.0,5250.0
2,2005-01-04,10:38:00,5.25,5.25,5.25,5.25,6644.0,34881.0
2,2005-01-04,10:39:00,5.25,5.26,5.25,5.26,9400.0,49436.0
2,2005-01-04,10:41:00,5.25,5.26,5.25,5.25,24000.0,126170.0
2,2005-01-04,10:42:00,5.26,5.26,5.26,5.26,7600.0,39976.0
2,2005-01-04,10:43:00,5.25,5.25,5.25,5.25,42850.0,224962.5
2,2005-01-04,10:44:00,5.25,5.25,5.25,5.25,12900.0,67725.0
2,2005-01-04,10:45:00,5.24,5.24,5.24,5.24,701900.0,3678588.0100000016
2,2005-01-04,10:46:00,5.24,5.25,5.24,5.24,56500.0,296560.0
2,2005-01-04,10:47:00,5.25,5.25,5.25,5.25,102000.0,535480.0
2,2005-01-04,10:48:00,5.25,5.26,5.25,5.25,54800.0,287826.0
2,2005-01-04,10:49:00,5.26,5.26,5.25,5.25,28100.0,147684.99999999814
2,2005-01-04,10:50:00,5.25,5.26,5.25,5.26,2200.0,11570.0
2,2005-01-04,10:51:00,5.25,5.25,5.25,5.25,11900.0,62551.0
2,2005-01-04,10:52:00,5.25,5.25,5.25,5.25,63300.0,332355.0
2,2005-01-04,10:53:00,5.25,5.25,5.25,5.25,7600.0,39900.0
2,2005-01-04,10:54:00,5.25,5.25,5.25,5.25,7900.0,41475.0
2,2005-01-04,10:55:00,5.25,5.25,5.25,5.25,500.0,2625.0
2,2005-01-04,10:56:00,5.24,5.25,5.24,5.25,6199.0,32532.76000000164
2,2005-01-04,10:57:00,5.25,5.25,5.25,5.25,77600.0,407476.0
2,2005-01-04,10:58:00,5.25,5.25,5.25,5.25,11300.0,59322.0
2,2005-01-04,10:59:00,5.25,5.25,5.25,5.25,5200.0,27300.0
2,2005-01-04,11:00:00,5.26,5.26,5.25,5.25,20700.0,108792.0
2,2005-01-04,11:01:00,5.25,5.25,5.25,5.25,2500.0,13136.0
2,2005-01-04,11:02:00,5.25,5.25,5.25,5.25,500.0,2625.0
2,2005-01-04,11:03:00,5.25,5.26,5.25,5.26,15200.0,79876.0
2,2005-01-04,11:05:00,5.26,5.26,5.25,5.25,32500.0,170645.0
2,2005-01-04,11:06:00,5.25,5.26,5.25,5.26,23400.0,122926.0
2,2005-01-04,11:08:00,5.25,5.25,5.25,5.25,1000.0,5250.0
2,2005-01-04,11:09:00,5.25,5.26,5.25,5.26,17600.0,92476.0
2,2005-01-04,11:10:00,5.26,5.26,5.26,5.26,100.0,526.0
2,2005-01-04,11:11:00,5.26,5.26,5.26,5.26,16000.0,84160.0
2,2005-01-04,11:12:00,5.26,5.26,5.25,5.26,254450.0,1338387.0
2,2005-01-04,11:13:00,5.26,5.26,5.26,5.26,2800.0,14728.0
2,2005-01-04,11:14:00,5.26,5.26,5.26,5.26,3720.0,19567.19999999925
2,2005-01-04,11:15:00,5.27,5.27,5.26,5.26,141400.0,745004.0
2,2005-01-04,11:16:00,5.27,5.27,5.26,5.26,8100.0,42682.0
2,2005-01-04,11:17:00,5.26,5.27,5.26,5.26,40800.0,214747.0
2,2005-01-04,11:18:00,5.27,5.27,5.27,5.27,31650.0,166795.5
2,2005-01-04,11:19:00,5.28,5.28,5.27,5.28,44900.0,236687.0
2,2005-01-04,11:20:00,5.27,5.28,5.27,5.28,13200.0,69694.0
2,2005-01-04,11:21:00,5.28,5.28,5.27,5.27,12200.0,64327.0
2,2005-01-04,11:22:00,5.28,5.28,5.28,5.28,94600.0,499488.0
2,2005-01-04,11:23:00,5.28,5.29,5.28,5.29,23700.0,125355.0
2,2005-01-04,11:24:00,5.29,5.29,5.28,5.29,25200.0,133193.0
2,2005-01-04,11:25:00,5.29,5.29,5.29,5.29,5400.0,28566.0
2,2005-01-04,11:26:00,5.28,5.29,5.28,5.28,9400.0,49714.0
2,2005-01-04,11:27:00,5.29,5.29,5.28,5.28,5700.0,30106.0
2,2005-01-04,11:28:00,5.28,5.28,5.28,5.28,7700.0,40706.0
2,2005-01-04,11:29:00,5.28,5.29,5.28,5.29,9100.0,48124.0
2,2005-01-04,13:00:00,5.29,5.29,5.28,5.29,103900.0,549502.0
2,2005-01-04,13:01:00,5.29,5.29,5.29,5.29,25143.0,133006.4699999988
2,2005-01-04,13:02:00,5.29,5.29,5.29,5.29,9257.0,49045.53000000119
2,2005-01-04,13:03:00,5.28,5.28,5.28,5.28,300.0,1584.0
2,2005-01-04,13:04:00,5.29,5.29,5.28,5.28,5500.0,29074.0
2,2005-01-04,13:05:00,5.28,5.29,5.28,5.28,12800.0,67660.0
2,2005-01-04,13:06:00,5.29,5.29,5.29,5.29,1000.0,5290.0
2,2005-01-04,13:08:00,5.28,5.29,5.28,5.29,24900.0,131652.0
2,2005-01-04,13:09:00,5.29,5.29,5.28,5.29,3700.0,19565.0
2,2005-01-04,13:10:00,5.29,5.29,5.29,5.29,64653.0,342014.37000000104
2,2005-01-04,13:11:00,5.3,5.31,5.3,5.31,241195.0,1278491.5
2,2005-01-04,13:12:00,5.31,5.31,5.3,5.31,99105.0,525942.5500000007
2,2005-01-04,13:13:00,5.3,5.31,5.3,5.3,10700.0,56777.0
2,2005-01-04,13:14:00,5.3,5.31,5.3,5.3,42650.0,226165.0
2,2005-01-04,13:15:00,5.3,5.31,5.3,5.3,12900.0,68374.0
2,2005-01-04,13:16:00,5.3,5.3,5.3,5.3,1650.0,8745.0
2,2005-01-04,13:17:00,5.3,5.3,5.3,5.3,32500.0,172255.0
2,2005-01-04,13:18:00,5.3,5.3,5.29,5.3,83600.0,443070.0
2,2005-01-04,13:19:00,5.3,5.31,5.3,5.31,21600.0,114563.0
2,2005-01-04,13:20:00,5.3,5.3,5.3,5.3,130200.0,690169.0
2,2005-01-04,13:21:00,5.3,5.3,5.3,5.3,17700.0,93810.0
2,2005-01-04,13:22:00,5.3,5.3,5.29,5.29,88800.0,470635.0
